Order ID,Order Date,Customer Name,City,Country,Region,Segment,Ship Date,Ship Mode,State,lon,lat
AZ-2011-2079755,12/05/2011,Joyce Cornell,Cartagena,Spain,South,Consumer,12/08/2011,Priority,Murcia,-0.9965839,37.6256827
AZ-2011-9711046,12/05/2011,Lara Stoate,Greifswald,Germany,Central,Corporate,12/09/2011,Economy,Mecklenburg-Vorpommern,13.3923414,54.0865463
AZ-2011-2905039,12/06/2011,Andres Woodruff,Firminy,France,Central,Home Office,12/11/2011,Economy,Auvergne-Rh?ne-Alpes,4.287617,45.387638
AZ-2011-1328316,12/06/2011,Lorri Stratton,Hamburg,Germany,Central,Consumer,12/06/2011,Immediate,Hamburg,9.9936818,53.5510846
AZ-2011-9008538,12/06/2011,Kenneth Gonzales,Stockport,United Kingdom,North,Consumer,12/12/2011,Economy,England,-2.1575332,53.4106316
AZ-2011-9983326,12/06/2011,Alexander Bennett,Foggia,Italy,South,Corporate,12/08/2011,Economy Plus,Apulia,15.5446302,41.4621984
AZ-2011-7213764,12/06/2011,Rory Chambers,Vittoria,Italy,South,Consumer,12/06/2011,Immediate,Sicily,14.5372653,36.9520998
AZ-2011-144325,12/07/2011,Jessica Spring,Magdeburg,Germany,Central,Consumer,12/14/2011,Economy,Saxony-Anhalt,11.6276237,52.1205333
AZ-2011-7687877,12/07/2011,Norma McCowan,Berlin,Germany,Central,Consumer,12/11/2011,Economy Plus,Berlin,13.404954,52.5200066
AZ-2011-5009632,12/08/2011,Tom Charlton,Argenteuil,France,Central,Corporate,12/13/2011,Economy,Ile-de-France,2.2466847,48.9472096
AZ-2011-2892090,12/08/2011,Isabelle Vaughan,Harrow,United Kingdom,North,Consumer,12/08/2011,Immediate,England,-0.341995,51.580559
AZ-2011-297789,12/08/2011,Lewis Greenwood,Karlsruhe,Germany,Central,Consumer,12/10/2011,Economy Plus,Baden-W?rttemberg,8.4036527,49.0068901
BN-2011-3654306,12/08/2011,Jonathan Franklin,Duisburg,Germany,Central,Home Office,12/12/2011,Economy Plus,North Rhine-Westphalia,6.7623293,51.4344079
AZ-2011-7077665,12/09/2011,Adam Harte,Nottingham,United Kingdom,North,Corporate,12/14/2011,Economy,England,-1.1581086,52.9547832
AZ-2011-8245903,12/09/2011,Ethel Cole,Lunel,France,Central,Home Office,12/10/2011,Priority,Languedoc-Roussillon-Midi-Pyr?n?es,4.135366,43.67445
AZ-2011-9732880,12/10/2011,Sofia Goddard,London,United Kingdom,North,Corporate,12/13/2011,Priority,England,-0.1277583,51.5073509
AZ-2011-6561347,12/10/2011,Harry Josephson,Ludwigshafen am Rhein,Germany,Central,Consumer,12/14/2011,Economy,Rhineland-Palatinate,8.44518,49.47741
BN-2011-9080680,12/10/2011,Freya Daniels,Moers,Germany,Central,Consumer,12/14/2011,Economy,North Rhine-Westphalia,6.6408148,51.4516041
BN-2011-7943667,12/10/2011,Mary Hough,Laval,France,Central,Home Office,12/15/2011,Economy,Pays de la Loire,-0.7669906,48.0785146
AZ-2011-6142647,12/12/2011,Dominic Elliott,Peterborough,United Kingdom,North,Consumer,12/17/2011,Economy,England,-0.2405299,52.5694985
AZ-2011-8806181,12/12/2011,Alexandra Macdonald,Ravenna,Italy,South,Corporate,12/17/2011,Economy,Emilia-Romagna,12.2035294,44.4183598
BN-2011-7263458,12/12/2011,Joseph Wright,Cannes,France,Central,Home Office,12/18/2011,Economy,Provence-Alpes-C?te d'Azur,7.017369,43.552847
BN-2011-3742620,12/13/2011,Bianca Whitford,Foggia,Italy,South,Corporate,12/17/2011,Economy Plus,Apulia,15.5446302,41.4621984
BN-2011-4097137,12/13/2011,Holly Noble,Amadora,Portugal,South,Consumer,12/18/2011,Economy,Lisboa,-9.2245474,38.7577603
BN-2011-3210796,12/13/2011,Kevin Madigan,Oviedo,Spain,South,Consumer,12/17/2011,Economy,Asturias,-5.8493887,43.3619145
BN-2011-4328697,12/13/2011,Isaac David,La Rochelle,France,Central,Corporate,12/19/2011,Economy,Aquitaine-Limousin-Poitou-Charentes,-1.151139,46.160329
BN-2011-473171,12/13/2011,Amy Nixon,Turin,Italy,South,Consumer,12/16/2011,Economy Plus,Piedmont,7.6868565,45.070312
BN-2011-4438698,12/13/2011,Zoe Lanigan,Naples,Italy,South,Corporate,12/18/2011,Economy Plus,Campania,14.2681244,40.8517746
BN-2011-2470191,12/13/2011,Jasmine Hanson,Nacka,Sweden,North,Consumer,12/19/2011,Economy,Stockholm,18.156042,59.307903
BN-2011-5636693,12/14/2011,Niamh Mann,Rosny-sous-Bois,France,Central,Consumer,12/18/2011,Economy,Ile-de-France,2.485932,48.875661
AZ-2011-7080428,12/15/2011,Jonathan Loftus,Augsburg,Germany,Central,Home Office,12/20/2011,Economy,Bavaria,10.89779,48.3705449
AZ-2011-6377121,12/15/2011,Toby Williamson,Alicante,Spain,South,Home Office,12/19/2011,Economy,Valenciana,-0.4906855,38.3459963
AZ-2011-7779959,12/15/2011,Justin Armit,London,United Kingdom,North,Consumer,12/19/2011,Economy,England,-0.1277583,51.5073509
AZ-2011-8335226,12/15/2011,Adam Walpole,Berlin,Germany,Central,Corporate,12/22/2011,Economy,Berlin,13.404954,52.5200066
AZ-2011-8128467,12/15/2011,Thomas Stephens,Marly-le-Roi,France,Central,Corporate,12/20/2011,Economy,Ile-de-France,2.097727,48.868389
AZ-2011-6123217,12/15/2011,Lilly Akhtar,Turku,Finland,North,Home Office,12/19/2011,Economy,Finland Proper,22.2666303,60.4518126
AZ-2011-6604383,12/16/2011,Jade Farmer,Walsall,United Kingdom,North,Consumer,12/20/2011,Economy,England,-1.982919,52.586214
AZ-2011-2792664,12/16/2011,Koby Phillip,Cagliari,Italy,South,Consumer,12/19/2011,Economy Plus,Sardinia,9.1216613,39.2238411
AZ-2011-1315772,12/17/2011,Denise Harris,Herford,Germany,Central,Consumer,12/21/2011,Economy,North Rhine-Westphalia,8.6793998,52.1178305
AZ-2011-7176168,12/17/2011,Carl Proctor,Vienna,Austria,Central,Consumer,12/24/2011,Economy,Vienna,16.3738189,48.2081743
AZ-2011-5720864,12/17/2011,Carrie Boots,Vienna,Austria,Central,Corporate,12/21/2011,Economy,Vienna,16.3738189,48.2081743
BN-2011-493079,12/17/2011,Mia Pugh,Lisbon,Portugal,South,Consumer,12/19/2011,Economy Plus,Lisboa,-9.1393366,38.7222524
AZ-2011-8737,12/19/2011,Kayla Tearle,Duisburg,Germany,Central,Corporate,12/24/2011,Economy Plus,North Rhine-Westphalia,6.7623293,51.4344079
AZ-2011-3096034,12/19/2011,Katie Thom,Mijas,Spain,South,Corporate,12/23/2011,Economy,Andalus?a,-4.6323067,36.5967755
AZ-2011-6760420,12/19/2011,Daniel Hamilton,Vienna,Austria,Central,Home Office,12/23/2011,Economy,Vienna,16.3738189,48.2081743
BN-2011-3962140,12/19/2011,Mark Westfall,Stockholm,Sweden,North,Consumer,12/21/2011,Economy Plus,Stockholm,18.0685808,59.3293235
AZ-2011-4735956,12/20/2011,Michael Bradshaw,Duisburg,Germany,Central,Consumer,12/27/2011,Economy,North Rhine-Westphalia,6.7623293,51.4344079
AZ-2011-1976919,12/20/2011,Lauren Saunders,Barcelona,Spain,South,Consumer,12/24/2011,Economy Plus,Catalonia,2.1734035,41.3850639
AZ-2011-3989901,12/20/2011,Gerald Galvan,Nantes,France,Central,Corporate,12/25/2011,Economy Plus,Pays de la Loire,-1.553621,47.218371
AZ-2011-9121322,12/20/2011,Jacob Carter,Oullins,France,Central,Consumer,12/24/2011,Economy,Auvergne-Rh?ne-Alpes,4.80066,45.711926
AZ-2011-658574,12/20/2011,Anna Kelly,Valdemoro,Spain,South,Corporate,12/25/2011,Economy,Madrid,-3.6740182,40.1912403
AZ-2011-8949674,12/20/2011,Kerry Dorsey,Bayonne,France,Central,Consumer,12/24/2011,Economy Plus,Aquitaine-Limousin-Poitou-Charentes,-1.474841,43.492949
BN-2011-7621077,12/20/2011,Ethan Williams,Stockholm,Sweden,North,Corporate,12/24/2011,Economy,Stockholm,18.0685808,59.3293235
AZ-2011-4460165,12/21/2011,Bettie Lang,Manresa,Spain,South,Consumer,12/23/2011,Economy Plus,Catalonia,1.8225154,41.7292826
AZ-2011-7159551,12/21/2011,Tahlia Murnin,Mansfield,United Kingdom,North,Consumer,12/23/2011,Economy Plus,England,-1.198674,53.147195
BN-2011-8948847,12/21/2011,David Velasquez,Dublin,Ireland,North,Home Office,12/26/2011,Economy Plus,Dublin,-6.2603097,53.3498053
BN-2011-383161,12/21/2011,Luz Reilly,Dortmund,Germany,Central,Consumer,12/25/2011,Economy,North Rhine-Westphalia,7.4652981,51.5135872
AZ-2011-7783675,12/22/2011,Jason Martinez,Turin,Italy,South,Corporate,12/24/2011,Economy Plus,Piedmont,7.6868565,45.070312
AZ-2011-7647834,12/22/2011,Alana Tyson,Portsmouth,United Kingdom,North,Home Office,12/26/2011,Economy,England,-1.0879769,50.8197675
BN-2011-4899110,12/22/2011,Nathan Clayton,Elda,Spain,South,Consumer,12/26/2011,Economy,Valenciana,-0.7964597,38.4765073
AZ-2011-8155253,12/23/2011,Taj Knetes,Bry-sur-Marne,France,Central,Consumer,12/25/2011,Economy Plus,Ile-de-France,2.5236489,48.834913
BN-2011-8172607,12/23/2011,Evie Flockhart,Dublin,Ireland,North,Consumer,12/26/2011,Economy Plus,Dublin,-6.2603097,53.3498053
AZ-2011-8510218,12/24/2011,Gail Thompson,Molina de Segura,Spain,South,Consumer,12/29/2011,Economy,Murcia,-1.2073261,38.051681
AZ-2011-8557456,12/26/2011,Kieran Herbert,Madrid,Spain,South,Consumer,12/31/2011,Economy Plus,Madrid,-3.7037902,40.4167754
AZ-2011-8129966,12/26/2011,Jesse Godson,Regensburg,Germany,Central,Corporate,12/31/2011,Economy,Bavaria,12.1016236,49.0134297
AZ-2011-9652940,12/26/2011,Philip Newsom,Zamora,Spain,South,Corporate,12/28/2011,Priority,Castile and Le?n,-5.7467879,41.5034712
AZ-2011-1406494,12/26/2011,Donna Farr,Oslo,Norway,North,Consumer,12/30/2011,Economy,Oslo,10.7522454,59.9138688
BN-2011-3231719,12/26/2011,Rachel Norton,Blackpool,United Kingdom,North,Corporate,12/31/2011,Economy,England,-3.0356748,53.8175053
BN-2011-6008282,12/26/2011,Carol Evans,The Hague,Netherlands,Central,Consumer,12/26/2011,Immediate,South Holland,4.3006999,52.0704978
AZ-2011-3485437,12/27/2011,Lillian Davis,Hamburg,Germany,Central,Consumer,12/29/2011,Priority,Hamburg,9.9936818,53.5510846
AZ-2011-4342621,12/27/2011,Michael Wilson,Vienna,Austria,Central,Home Office,12/30/2011,Priority,Vienna,16.3738189,48.2081743
BN-2011-4542382,12/27/2011,Timothy Jimenez,Villeparisis,France,Central,Consumer,01/01/2012,Economy,Ile-de-France,2.6126899,48.9392651
BN-2011-7459578,12/27/2011,Marie Lawson,Copenhagen,Denmark,North,Corporate,01/03/2012,Economy,Hovedstaden,12.5683371,55.6760968
BN-2011-1934094,12/27/2011,Skye Hammond,Verona,Italy,South,Corporate,12/29/2011,Priority,Veneto,10.9916215,45.4383842
AZ-2011-340357,12/28/2011,Jessica Paramor,Aix-en-Provence,France,Central,Corporate,01/01/2012,Economy Plus,Provence-Alpes-C?te d'Azur,5.447427,43.529742
AZ-2011-6587022,12/28/2011,Maya O'Sullivan,Argenteuil,France,Central,Corporate,01/02/2012,Economy Plus,Ile-de-France,2.2466847,48.9472096
AZ-2011-8820375,12/28/2011,Adam Walpole,London,United Kingdom,North,Corporate,12/29/2011,Immediate,England,-0.1277583,51.5073509
AZ-2011-6705309,12/28/2011,Carley Wynn,Turin,Italy,South,Home Office,01/01/2012,Economy Plus,Piedmont,7.6868565,45.070312
BN-2011-6627390,12/28/2011,Molly Hawkins,Groningen,Netherlands,Central,Home Office,01/01/2012,Economy Plus,Groningen,6.5665018,53.2193835
AZ-2011-583228,12/29/2011,Felicia Cooley,Ghent,Belgium,Central,Consumer,01/04/2012,Economy,East Flanders,3.7174243,51.0543422
AZ-2011-2437108,12/29/2011,Molly Bidmead,Darmstadt,Germany,Central,Home Office,12/29/2011,Immediate,Hesse,8.6511929,49.8728253
BN-2011-8019925,12/29/2011,Matthew Barker,Plaisance-du-Touch,France,Central,Consumer,01/03/2012,Economy,Languedoc-Roussillon-Midi-Pyr?n?es,1.2949,43.564686
AZ-2011-9882660,12/30/2011,Owen Howell,Cheltenham,United Kingdom,North,Home Office,01/01/2012,Priority,England,-2.0782533,51.8993855
AZ-2011-4865633,12/30/2011,Shannon Howe,Madrid,Spain,South,Consumer,01/03/2012,Economy,Madrid,-3.7037902,40.4167754
AZ-2011-5099606,12/30/2011,Dominic Stephenson,Derby,United Kingdom,North,Home Office,01/04/2012,Economy,England,-1.4746186,52.9225301
AZ-2011-2099050,12/30/2011,Evie Morton,Naples,Italy,South,Consumer,01/02/2012,Priority,Campania,14.2681244,40.8517746
AZ-2012-5204554,01/02/2012,Lilian Macredie,Givors,France,Central,Corporate,01/06/2012,Economy,Auvergne-Rh?ne-Alpes,4.772829,45.58329
AZ-2012-4052737,01/02/2012,Amelie North,Madrid,Spain,South,Corporate,01/09/2012,Economy,Madrid,-3.7037902,40.4167754
AZ-2012-9703456,01/03/2012,Millie Franklin,Ponferrada,Spain,South,Consumer,01/05/2012,Priority,Castile and Le?n,-6.598259,42.5499958
AZ-2012-8553942,01/03/2012,Lara Stoate,Montpellier,France,Central,Corporate,01/09/2012,Economy,Languedoc-Roussillon-Midi-Pyr?n?es,3.876716,43.610769
AZ-2012-712520,01/04/2012,Harry Marion,Tamworth,United Kingdom,North,Consumer,01/08/2012,Economy,England,-1.691032,52.633584
AZ-2012-4150074,01/05/2012,Robert Neil,Breda,Netherlands,Central,Consumer,01/09/2012,Economy,North Brabant,4.768323,51.5719149
AZ-2012-9602843,01/05/2012,Lamar Lockhart,Valencia,Spain,South,Consumer,01/09/2012,Economy,Valenciana,-0.3762881,39.4699075
AZ-2012-2038976,01/05/2012,Stella Balcombe,Paris,France,Central,Home Office,01/09/2012,Economy,Ile-de-France,2.3522219,48.856614
AZ-2012-6747407,01/05/2012,Natasha Heane,Rouen,France,Central,Home Office,01/05/2012,Immediate,Normandy,1.099971,49.443232
BN-2012-9614623,01/05/2012,Luz Reilly,Stockholm,Sweden,North,Consumer,01/09/2012,Economy,Stockholm,18.0685808,59.3293235
AZ-2012-5826581,01/06/2012,Susan Williams,Marbella,Spain,South,Home Office,01/11/2012,Economy,Andalus?a,-4.8824474,36.510071
AZ-2012-8111484,01/07/2012,Ruby Frost,Kassel,Germany,Central,Home Office,01/10/2012,Priority,Hesse,9.4797461,51.3127114
AZ-2012-9827676,01/07/2012,Liam Newton,Oslo,Norway,North,Corporate,01/10/2012,Priority,Oslo,10.7522454,59.9138688
BN-2012-8740514,01/07/2012,Rachel Goddard,Enschede,Netherlands,Central,Consumer,01/11/2012,Economy,Overijssel,6.8936619,52.2215372
AZ-2012-3448109,01/09/2012,Betty Reynolds,Valencia,Spain,South,Corporate,01/13/2012,Economy,Valenciana,-0.3762881,39.4699075
AZ-2012-2353592,01/09/2012,Joshua Romero,Verona,Italy,South,Consumer,01/15/2012,Economy,Veneto,10.9916215,45.4383842
AZ-2012-719087,01/09/2012,Millie Newman,Cologne,Germany,Central,Consumer,01/14/2012,Economy,North Rhine-Westphalia,6.9602786,50.937531
AZ-2012-1710081,01/10/2012,Jammie Gibbs,Neubrandenburg,Germany,Central,Consumer,01/16/2012,Economy,Mecklenburg-Vorpommern,13.2779269,53.5678292
AZ-2012-5999614,01/10/2012,Isabelle Gould,Haninge,Sweden,North,Consumer,01/11/2012,Priority,Stockholm,18.1413702,59.17555
AZ-2012-3272403,01/11/2012,Katie Thom,Elx,Spain,South,Corporate,01/14/2012,Priority,Valenciana,-0.7125608,38.2699329
AZ-2012-8319286,01/12/2012,Daniel Howells,Vienna,Austria,Central,Corporate,01/17/2012,Economy,Vienna,16.3738189,48.2081743
AZ-2012-9926323,01/12/2012,Julie Ochoa,Pescara,Italy,South,Corporate,01/17/2012,Economy,Abruzzi,14.2160898,42.4617902
AZ-2012-2124025,01/13/2012,Joe Gilbert,Carlisle,United Kingdom,North,Home Office,01/16/2012,Priority,England,-2.932931,54.892473
AZ-2012-6068382,01/13/2012,Leslie Wilson,Peterborough,United Kingdom,North,Consumer,01/17/2012,Economy Plus,England,-0.2405299,52.5694985
AZ-2012-4265765,01/14/2012,Elisabeth Manson,Wattrelos,France,Central,Consumer,01/18/2012,Economy,Nord-Pas-de-Calais-Picardie,3.215007,50.701174
AZ-2012-2350384,01/16/2012,Oscar Noble,Rome,Italy,South,Consumer,01/18/2012,Economy Plus,Lazio,12.4963655,41.9027835
AZ-2012-3019751,01/16/2012,Toby Clunie,Laon,France,Central,Consumer,01/23/2012,Economy,Nord-Pas-de-Calais-Picardie,3.61989,49.564133
AZ-2012-1023749,01/16/2012,Michael Myers,Rovigo,Italy,South,Home Office,01/18/2012,Economy Plus,Veneto,11.7902158,45.0698118
BN-2012-6672133,01/16/2012,Joseph Ford,London,United Kingdom,North,Corporate,01/21/2012,Economy,England,-0.1277583,51.5073509
BN-2012-7456673,01/16/2012,Henry Winder,Iserlohn,Germany,Central,Corporate,01/18/2012,Priority,North Rhine-Westphalia,7.6960842,51.3765096
BN-2012-3611011,01/17/2012,Charlie Wells,Assen,Netherlands,Central,Home Office,01/23/2012,Economy,Drenthe,6.5642284,52.992753
AZ-2012-9241286,01/18/2012,Louis Scott,East Kilbride,United Kingdom,North,Corporate,01/22/2012,Economy,Scotland,-4.1769988,55.7643524
AZ-2012-5423873,01/18/2012,Leslie Wilson,Valladolid,Spain,South,Consumer,01/23/2012,Economy Plus,Castile and Le?n,-4.7245321,41.652251
AZ-2012-1787398,01/18/2012,Adam Peacock,Dijon,France,Central,Corporate,01/18/2012,Immediate,Bourgogne-Franche-Comt?,5.04148,47.322047
AZ-2012-6624087,01/18/2012,Mark Washington,Vienna,Austria,Central,Home Office,01/22/2012,Economy,Vienna,16.3738189,48.2081743
BN-2012-1321856,01/19/2012,Timothy Pownall,Amsterdam,Netherlands,Central,Consumer,01/23/2012,Economy,North Holland,4.8951679,52.3702157
AZ-2012-9749858,01/20/2012,Isabella Secombe,Runcorn,United Kingdom,North,Consumer,01/22/2012,Priority,England,-2.729673,53.342078
BN-2012-5319905,01/20/2012,Ella Harrhy,Birmingham,United Kingdom,North,Corporate,01/24/2012,Economy,England,-1.890401,52.486243
AZ-2012-8708707,01/22/2012,Jett Osman,Utrecht,Netherlands,Central,Home Office,01/26/2012,Economy,Utrecht,5.1214201,52.0907374
AZ-2012-5084110,01/23/2012,Georgia Blackburn,Gosport,United Kingdom,North,Corporate,01/27/2012,Economy,England,-1.117547,50.794995
BN-2012-2002829,01/23/2012,Betty Reynolds,Milan,Italy,South,Corporate,01/29/2012,Economy,Lombardy,9.1859243,45.4654219
BN-2012-5839370,01/23/2012,Declan Dundas,Dos Hermanas,Spain,South,Corporate,01/27/2012,Economy,Andalus?a,-5.9242391,37.2865803
AZ-2012-2484319,01/24/2012,Peter Daly,Innsbruck,Austria,Central,Consumer,01/26/2012,Priority,Tyrol,11.4041024,47.2692124
AZ-2012-6415862,01/24/2012,Lillian Davis,Hamburg,Germany,Central,Consumer,01/28/2012,Economy,Hamburg,9.9936818,53.5510846
BN-2012-4743725,01/24/2012,Peter Daly,Rillieux-la-Pape,France,Central,Consumer,01/30/2012,Economy,Auvergne-Rh?ne-Alpes,4.897126,45.819655
BN-2012-2518172,01/24/2012,Ruth Williams,Naples,Italy,South,Consumer,01/31/2012,Economy,Campania,14.2681244,40.8517746
AZ-2012-4458558,01/25/2012,Zara Money,Ferrara,Italy,South,Corporate,01/28/2012,Priority,Emilia-Romagna,11.619787,44.8381237
AZ-2012-6238242,01/25/2012,Mike Langer,Vienna,Austria,Central,Corporate,01/30/2012,Economy,Vienna,16.3738189,48.2081743
AZ-2012-3008162,01/25/2012,Toby Patterson,Plymouth,United Kingdom,North,Home Office,01/29/2012,Economy,England,-4.1426565,50.3754565
AZ-2012-5632093,01/25/2012,Arnold Jones,Rome,Italy,South,Corporate,01/26/2012,Priority,Lazio,12.4963655,41.9027835
AZ-2012-9961341,01/27/2012,Walter Aguilar,Marbella,Spain,South,Consumer,01/31/2012,Economy,Andalus?a,-4.8824474,36.510071
AZ-2012-1940547,01/27/2012,Faith Chambers,Vienna,Austria,Central,Consumer,02/03/2012,Economy,Vienna,16.3738189,48.2081743
BN-2012-285450,01/27/2012,Demi Power,Zurich,Switzerland,Central,Consumer,02/02/2012,Economy,Z?rich,8.541694,47.3768866
AZ-2012-9024029,01/28/2012,Imogen Steele,Linz,Austria,Central,Corporate,02/02/2012,Economy,Upper Austria,14.28583,48.30694
AZ-2012-1068489,01/30/2012,Ashley Baldwinson,Montrouge,France,Central,Corporate,02/03/2012,Economy,Ile-de-France,2.317384,48.816363
AZ-2012-2380607,01/30/2012,Isaac David,Perpignan,France,Central,Corporate,02/01/2012,Economy Plus,Languedoc-Roussillon-Midi-Pyr?n?es,2.8948332,42.6886591
AZ-2012-7391024,01/30/2012,Isabella Cleary,Corbeil-Essonnes,France,Central,Home Office,02/04/2012,Economy Plus,Ile-de-France,2.474805,48.6102599
AZ-2012-8369487,02/01/2012,Imogen Symon,Fiumicino,Italy,South,Consumer,02/06/2012,Economy,Lazio,12.2397117,41.7735409
AZ-2012-8352768,02/02/2012,Hayden Perkins,Munich,Germany,Central,Consumer,02/06/2012,Economy,Bavaria,11.5819806,48.1351253
AZ-2012-1485221,02/02/2012,Elijah Sodeman,Saint-Priest,France,Central,Consumer,02/06/2012,Economy,Auvergne-Rh?ne-Alpes,4.947071,45.698938
AZ-2012-47402,02/03/2012,Julian Mack,Leipzig,Germany,Central,Consumer,02/07/2012,Economy,Saxony,12.3730747,51.3396955
AZ-2012-5499753,02/03/2012,George To Rot,Agen,France,Central,Corporate,02/07/2012,Economy,Aquitaine-Limousin-Poitou-Charentes,0.616363,44.203142
BN-2012-7203367,02/04/2012,Rory Martindale,Naples,Italy,South,Consumer,02/06/2012,Economy Plus,Campania,14.2681244,40.8517746
AZ-2012-5036790,02/06/2012,Tyson Hanna,Ferrara,Italy,South,Consumer,02/10/2012,Economy,Emilia-Romagna,11.619787,44.8381237
AZ-2012-1951858,02/06/2012,Isabelle Norton,Vigo,Spain,South,Consumer,02/08/2012,Economy Plus,Galicia,-8.7207268,42.2405989
AZ-2012-400830,02/07/2012,Bonnie Wilson,Graz,Austria,Central,Corporate,02/11/2012,Economy,Styria,15.439504,47.070714
AZ-2012-9721463,02/07/2012,Cooper Burn,Edinburgh,United Kingdom,North,Consumer,02/11/2012,Economy,Scotland,-3.188267,55.953252
AZ-2012-2440609,02/07/2012,Leroy Dudley,Paris,France,Central,Consumer,02/11/2012,Economy,Ile-de-France,2.3522219,48.856614
AZ-2012-581418,02/08/2012,Harry Josephson,Argenteuil,France,Central,Consumer,02/13/2012,Economy,Ile-de-France,2.2466847,48.9472096
AZ-2012-9607544,02/09/2012,Claire Harrington,Castres,France,Central,Home Office,02/13/2012,Economy,Languedoc-Roussillon-Midi-Pyr?n?es,2.241295,43.606214
AZ-2012-5924516,02/09/2012,Eric Anderson,Runcorn,United Kingdom,North,Home Office,02/13/2012,Economy,England,-2.729673,53.342078
AZ-2012-3958452,02/09/2012,Kimberly Jones,Aschaffenburg,Germany,Central,Corporate,02/13/2012,Economy,Bavaria,9.1355554,49.9806625
AZ-2012-7471811,02/10/2012,Debbie Fisk,Sandnes,Norway,North,Corporate,02/12/2012,Economy Plus,Rogaland,5.7329455,58.8532585
BN-2012-6903920,02/11/2012,Michael Kim,Arnsberg,Germany,Central,Consumer,02/16/2012,Economy Plus,North Rhine-Westphalia,8.052771,51.4073375
AZ-2012-962050,02/13/2012,Angie Massengill,Quimper,France,Central,Consumer,02/16/2012,Priority,Brittany,-4.097899,47.997542
AZ-2012-367312,02/14/2012,Louise Winter,Mulhouse,France,Central,Corporate,02/18/2012,Economy,Alsace-Champagne-Ardenne-Lorraine,7.335888,47.750839
AZ-2012-6012259,02/14/2012,Sarah Smorgon,London,United Kingdom,North,Consumer,02/19/2012,Economy Plus,England,-0.1277583,51.5073509
AZ-2012-3052535,02/15/2012,Rory Gunson,Hinckley,United Kingdom,North,Consumer,02/17/2012,Economy Plus,England,-1.37667,52.5454549
AZ-2012-6913156,02/15/2012,Kayla Tearle,Genoa,Italy,South,Corporate,02/17/2012,Economy Plus,Liguria,8.946256,44.4056499
BN-2012-8548299,02/15/2012,Faith Greenwood,Randers,Denmark,North,Consumer,02/17/2012,Economy Plus,Central Jutland,10.036539,56.460584
AZ-2012-3239486,02/18/2012,Georgina Garner,Nice,France,Central,Consumer,02/22/2012,Economy,Provence-Alpes-C?te d'Azur,7.2619532,43.7101728
BN-2012-8351740,02/18/2012,Georgia Arundale,Perugia,Italy,South,Corporate,02/22/2012,Economy Plus,Umbria,12.3908279,43.1107168
BN-2012-5489653,02/18/2012,Steven Prince,Madrid,Spain,South,Home Office,02/22/2012,Economy,Madrid,-3.7037902,40.4167754
AZ-2012-87081,02/20/2012,Harvey Daniels,Le Havre,France,Central,Consumer,02/23/2012,Economy Plus,Normandy,0.107929,49.49437
AZ-2012-202734,02/21/2012,Walter Aguilar,Drancy,France,Central,Consumer,02/28/2012,Economy,Ile-de-France,2.445676,48.924298
AZ-2012-8583605,02/22/2012,Maria Kennedy,Coventry,United Kingdom,North,Consumer,02/26/2012,Economy,England,-1.519693,52.406822
AZ-2012-9588828,02/22/2012,Alta Nokes,Carlisle,United Kingdom,North,Home Office,02/27/2012,Economy,England,-2.932931,54.892473
BN-2012-5523368,02/22/2012,Joshua Andrews,Sassari,Italy,South,Home Office,02/28/2012,Economy,Sardinia,8.5556826,40.7259269
AZ-2012-6191258,02/23/2012,Charlie Power,Cambridge,United Kingdom,North,Home Office,02/26/2012,Priority,England,0.121817,52.205337
AZ-2012-1392278,02/23/2012,Molly De Mole,Gloucester,United Kingdom,North,Corporate,02/29/2012,Economy,England,-2.238156,51.8642449
AZ-2012-4085046,02/27/2012,Angus Fryar,Busto Arsizio,Italy,South,Consumer,03/03/2012,Economy,Lombardy,8.8531265,45.611892
AZ-2012-7920968,02/28/2012,Lara Stoate,Portsmouth,United Kingdom,North,Corporate,03/03/2012,Economy,England,-1.0879769,50.8197675
AZ-2012-1000632,02/28/2012,Michael Myers,Munich,Germany,Central,Home Office,03/03/2012,Economy,Bavaria,11.5819806,48.1351253
BN-2012-1679258,02/28/2012,Eve Bates,Chartres,France,Central,Consumer,03/03/2012,Economy,Centre-Val de Loire,1.489012,48.443854
AZ-2012-5846737,02/29/2012,Maya Summers,Cologne,Germany,Central,Home Office,03/06/2012,Economy,North Rhine-Westphalia,6.9602786,50.937531
AZ-2012-9858311,03/01/2012,Ella Knopwood,Bremen,Germany,Central,Consumer,03/05/2012,Economy,Bremen,8.8016937,53.0792962
AZ-2012-3590299,03/02/2012,Lamar Lockhart,Puertollano,Spain,South,Consumer,03/04/2012,Priority,Castile-La Mancha,-4.1078877,38.6884458
AZ-2012-9094578,03/02/2012,Rory Chambers,Birmingham,United Kingdom,North,Consumer,03/07/2012,Economy,England,-1.890401,52.486243
AZ-2012-6214308,03/02/2012,Jennifer Douglas,Karlsruhe,Germany,Central,Corporate,03/04/2012,Economy Plus,Baden-W?rttemberg,8.4036527,49.0068901
AZ-2012-4178346,03/02/2012,Jessica Paramor,Nice,France,Central,Corporate,03/07/2012,Economy Plus,Provence-Alpes-C?te d'Azur,7.2619532,43.7101728
AZ-2012-3398854,03/03/2012,Phoebe Moore,Oslo,Norway,North,Corporate,03/09/2012,Economy,Oslo,10.7522454,59.9138688
